GENE OR COMPLEX	ENZYME LOCATION	REACTION	SUBSTRATES	PRODUCTS	FWD_RATE	RVS_RATE
CPLX0-3461	inner membrane	RXN0-6478	CPD0-2350,WATER	CPD0-2351,CPD0-2350	1.0	0.0
CPLX0-3461	inner membrane	3.1.26.12-RXN	RNASE-E-DEGRADATION-SUBSTRATE-MRNA,WATER	mRNA-Fragments	1.0	0.0
CPLX0-3641	cytosol	AMINOBUTDEHYDROG-RXN	4-AMINO-BUTYRALDEHYDE,NAD,WATER	4-AMINO-BUTYRATE,NADH,PROTON	1.0	0.0
CPLX0-3721	cytosol	ADPSUGPPHOSPHAT-RXN	ADP-SUGARS,WATER	AMP,Alpha-D-aldose-1-phosphates,PROTON	1.0	0.0
CPLX0-3925	cytosol	DNA-DIRECTED-DNA-POLYMERASE-RXN	Deoxy-Ribonucleoside-Triphosphates,DNA-N	PPI,DNA-N	1.0	0.0
CPLX0-3925	cytosol	DNA-DIRECTED-DNA-POLYMERASE-RXN	Deoxy-Ribonucleoside-Triphosphates,DNA-N	PPI,DNA-N	1.0	0.0
CPLX0-3929	cytosol	DARAB5PISOM-RXN	ARABINOSE-5P	RIBULOSE-5P	1.0	1.0
CPLX0-3951	periplasmic space	RXN-16650	CPD-17927,C6	CPD-17927,UNDECAPRENYL-DIPHOSPHATE	1.0	0.0
CPLX0-3951	cell wall	RXN-16650	CPD-17927,C6	CPD-17927,UNDECAPRENYL-DIPHOSPHATE	1.0	0.0
CPLX0-3951	periplasmic space	RXN-16659	CPD-17927,CPD-17931	CPD-17932,D-ALANINE	1.0	0.0
CPLX0-3951	cell wall	RXN-16659	CPD-17927,CPD-17931	CPD-17932,D-ALANINE	1.0	0.0
CPLX0-3951	periplasmic space	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-3951	cell wall	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-3958	cytosol	3.1.21.3-RXN	ATP,DNA-N,WATER	Double-Stranded-DNA-with-terminal-PO4s,ADP,Pi	1.0	0.0
CPLX0-3958	cytosol	3.1.21.3-RXN	ATP,DNA-N,WATER	Double-Stranded-DNA-with-terminal-PO4s,ADP,Pi	1.0	0.0
CPLX0-7415	cytosol	LIPIDADISACCHARIDESYNTH-RXN	BISOHMYR-GLUCOSAMINYL-1P,OH-MYRISTOYL	PROTON,BISOHMYR-GLC,UDP	1.0	0.0
CPLX0-7458	cytosol	GLYCOLATEDEHYDRO-RXN	Acceptor,GLYCOLLATE	Donor-H2,GLYOX	1.0	0.0
CPLX0-7458	inner membrane	GLYCOLATEDEHYDRO-RXN	Acceptor,GLYCOLLATE	Donor-H2,GLYOX	1.0	0.0
CPLX0-7458	cytosol	GLYCOLATEDEHYDRO-RXN	Acceptor,GLYCOLLATE	Donor-H2,GLYOX	1.0	0.0
CPLX0-7458	inner membrane	GLYCOLATEDEHYDRO-RXN	Acceptor,GLYCOLLATE	Donor-H2,GLYOX	1.0	0.0
CPLX0-7458	cytosol	RXN0-7229	ETR-Quinones,GLYCOLLATE	ETR-Quinols,GLYOX	1.0	0.0
CPLX0-7458	inner membrane	RXN0-7229	ETR-Quinones,GLYCOLLATE	ETR-Quinols,GLYOX	1.0	0.0
CPLX0-7458	cytosol	RXN0-7229	ETR-Quinones,GLYCOLLATE	ETR-Quinols,GLYOX	1.0	0.0
CPLX0-7458	inner membrane	RXN0-7229	ETR-Quinones,GLYCOLLATE	ETR-Quinols,GLYOX	1.0	0.0
CPLX0-7521	cytosol	RXN0-5224	HCO3,PROTON	CARBON-DIOXIDE,WATER	1.0	1.0
CPLX0-7536	cytosol	PEPTIDYLPROLYL-ISOMERASE-RXN	CPD-8624	CPD-8625	1.0	1.0
CPLX0-7609	cytosol	RXN-18710	tRNA-2-thiouridine34,GTP,METHYLENE-THF-GLU-N,GLY,WATER,Acceptor	tRNA-containing-5-CarbMeAminome-2-ThioU,GDP,Pi,DIHYDROFOLATE-GLU-N,PROTON,Donor-H2	1.0	0.0
CPLX0-7609	cytosol	RXN-18710	tRNA-2-thiouridine34,GTP,METHYLENE-THF-GLU-N,GLY,WATER,Acceptor	tRNA-containing-5-CarbMeAminome-2-ThioU,GDP,Pi,DIHYDROFOLATE-GLU-N,PROTON,Donor-H2	1.0	0.0
CPLX0-7609	cytosol	RXN0-7068	tRNA-uridine34,GTP,METHYLENE-THF-GLU-N,GLY,WATER,Acceptor	tRNA-containing-5-CarbMeAminome-uridine,GDP,Pi,DIHYDROFOLATE-GLU-N,PROTON,Donor-H2	1.0	0.0
CPLX0-7609	cytosol	RXN0-7068	tRNA-uridine34,GTP,METHYLENE-THF-GLU-N,GLY,WATER,Acceptor	tRNA-containing-5-CarbMeAminome-uridine,GDP,Pi,DIHYDROFOLATE-GLU-N,PROTON,Donor-H2	1.0	0.0
CPLX0-7609	cytosol	RXN0-7083	tRNA-2-thiouridine34,METHYLENE-THF-GLU-N,AMMONIUM,GTP,WATER	tRNA-Containing-5AminoMe-2-ThioUrdines,DIHYDROFOLATE-GLU-N,GDP,Pi	1.0	0.0
CPLX0-7609	cytosol	RXN0-7083	tRNA-2-thiouridine34,METHYLENE-THF-GLU-N,AMMONIUM,GTP,WATER	tRNA-Containing-5AminoMe-2-ThioUrdines,DIHYDROFOLATE-GLU-N,GDP,Pi	1.0	0.0
CPLX0-761	cytosol	RXN0-901	XANTHINE,NAD,WATER	URATE,NADH,PROTON	1.0	1.0
CPLX0-761	cytosol	RXN0-901	XANTHINE,NAD,WATER	URATE,NADH,PROTON	1.0	1.0
CPLX0-761	cytosol	RXN-7682	HYPOXANTHINE,NAD,WATER	XANTHINE,NADH,PROTON	1.0	0.0
CPLX0-761	cytosol	RXN-7682	HYPOXANTHINE,NAD,WATER	XANTHINE,NADH,PROTON	1.0	0.0
CPLX0-7625	cytosol	RXN0-3741	Deoxy-Ribonucleoside-Monophosphates,WATER	Deoxy-Ribonucleosides,Pi	1.0	0.0
CPLX0-7625	cytosol	RXN0-5292	DCMP,WATER	DEOXYCYTIDINE,Pi	1.0	0.0
CPLX0-7625	cytosol	RXN-14161	DAMP,WATER	DEOXYADENOSINE,Pi	1.0	0.0
CPLX0-7632	cytosol	NQOR-RXN	ETR-Quinones,NADH-P-OR-NOP,PROTON	ETR-Quinols,NAD-P-OR-NOP	1.0	0.0
CPLX0-7643	cytosol	2-DEHYDROPANTOATE-REDUCT-RXN	L-PANTOATE,NADP	PROTON,2-DEHYDROPANTOATE,NADPH	0.0	1.0
CPLX0-7646	cytosol	RXN0-5304	CPD0-1110	CPD0-1108	1.0	1.0
CPLX0-7687	cytosol	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	WATER,NAD,SUCC-S-ALD	PROTON,NADH,SUC	1.0	0.0
CPLX0-7688	cytosol	RXN-8182	CPD-280,NADP,WATER	GLUTARATE,NADPH,PROTON	1.0	0.0
CPLX0-7694	unknown	GLUTAMIN-RXN	GLN,WATER	GLT,AMMONIUM	1.0	0.0
CPLX0-7695	unknown	GLUTAMIN-RXN	GLN,WATER	GLT,AMMONIUM	1.0	0.0
CPLX0-7717	inner membrane	RXN-16650	CPD-17927,C6	CPD-17927,UNDECAPRENYL-DIPHOSPHATE	1.0	0.0
CPLX0-7717	inner membrane	RXN-16659	CPD-17927,CPD-17931	CPD-17932,D-ALANINE	1.0	0.0
CPLX0-7717	inner membrane	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-7725	unknown	RXN0-5435	Pre-crRNAs	crRNAs	1.0	0.0
CPLX0-7725	cytosol	RXN0-5435	Pre-crRNAs	crRNAs	1.0	0.0
CPLX0-7725	cytosol	RXN0-5435	Pre-crRNAs	crRNAs	1.0	0.0
CPLX0-7725	unknown	RXN0-5435	Pre-crRNAs	crRNAs	1.0	0.0
CPLX0-7761	cytosol	ACONITATEHYDR-RXN	CIS-ACONITATE,WATER	THREO-DS-ISO-CITRATE	1.0	1.0
CPLX0-7761	cytosol	ACONITATEDEHYDR-RXN	CIT	CIS-ACONITATE,WATER	1.0	1.0
CPLX0-7776	cytosol	F16BDEPHOS-RXN	FRUCTOSE-16-DIPHOSPHATE,WATER	FRUCTOSE-6P,Pi	1.0	0.0
CPLX0-7788	cytosol	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	NAD,DI-H-URACIL	PROTON,NADH,URACIL	1.0	1.0
CPLX0-7788	cytosol	RXN0-6565	DIHYDRO-THYMINE,NAD	THYMINE,NADH,PROTON	1.0	1.0
CPLX0-7802	cytosol	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
